Hotel Name,Original price,Price after discount,Tax,Rating,location,Rating(5)
The Anvaya Beach Resort Bali,Rp 5.022.000,Rp 4.017.600,Inclusive of taxes,8.9,"Kuta, Bali",4.45
The Apurva Kempinski Bali,Rp 14.520.640,Rp 10.890.480,Inclusive of taxes,8.9,"Nusa Dua Beach, Bali",4.45
"The Westin Resort Nusa Dua, Bali",Rp 4.001.067,Rp 3.000.800,Inclusive of taxes,8.8,"The Westin Resort Nusa Dua, Bali",4.4
The Sakala Resort Bali - All Suites,Rp 2.400.000,Rp 1.392.000,Inclusive of taxes,8.5,"Tanjung Benoa, Bali",4.25
Discovery Kartika Plaza Bali,Rp 1.733.333,Rp 1.300.000,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Urban Styles Inata Bisma Ubud,Rp 810.000,Rp 405.000,Inclusive of taxes,8.5,"Monkey Forest, Bali",4.25
Hilton Bali Resort,Rp 3.872.000,Rp 2.904.000,Inclusive of taxes,8.7,"Nusa Dua Beach, Bali",4.35
The ONE Legian,Rp 1.440.000,Rp 1.137.600,Inclusive of taxes,8.5,"Legian, Bali",4.25
Prama Sanur Beach Bali,Rp 2.268.000,Rp 771.120,Inclusive of taxes,8.5,"Sanur, Bali",4.25
Ramada Encore by Wyndham Bali Seminyak,Rp 1.642.500,Rp 903.375,Inclusive of taxes,8.6,"Seminyak, Bali",4.3
ASTON Kuta Hotel & Residence,Rp 1.989.000,Rp 1.690.650,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Merusaka Nusa Dua,Rp 3.199.500,Rp 2.079.675,Inclusive of taxes,8.9,"Nusa Dua Beach, Bali",4.45
Kanishka Villas,Rp 1.435.745,Rp 1.162.954,Inclusive of taxes,8.2,"Seminyak, Bali",4.1
Kanvaz Village Resort Seminyak,Rp 3.211.884,Rp 2.408.913,Inclusive of taxes,8.9,"Seminyak, Bali",4.45
RIMBA by AYANA Bali,Rp 3.908.300,Rp 2.931.225,Inclusive of taxes,9,"Jimbaran, Bali",4.5
Grand Inna Kuta,Rp 1.920.000,Rp 1.036.800,Inclusive of taxes,8.5,"Kuta, Bali",4.25
"Nusa Dua Beach Hotel & Spa, Bali",Rp 3.825.858,Rp 2.104.222,Inclusive of taxes,8.7,"Nusa Dua Beach Hotel & Spa, Bali",4.35
Mercure Bali Nusa Dua,Rp 1.012.044,Rp 759.033,Inclusive of taxes,8.2,"Nusa Dua, Bali",4.1
Padma Resort Ubud,Rp 5.806.729,Rp 4.064.710,Inclusive of taxes,9.1,"Payangan, Bali",4.55
Conrad Bali,Rp 4.154.334,Rp 3.115.751,Inclusive of taxes,8.7,"Tanjung Benoa, Bali",4.35
Grand Hyatt Bali,Rp 3.325.031,Rp 2.493.773,Inclusive of taxes,8.5,"Nusa Dua Beach, Bali",4.25
Horison Seminyak,Rp 2.000.000,Rp 1.000.000,Inclusive of taxes,8.4,"Seminyak, Bali",4.2
Aryaduta Bali,Rp 1.380.000,Rp 1.035.000,Inclusive of taxes,8.7,"Kuta, Bali",4.35
Swiss Belhotel Tuban,Rp 990.667,Rp 743.000,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Hotel Dafam Savvoya Seminyak,Rp 1.099.156,Rp 754.540,Inclusive of taxes,8.4,"Seminyak, Bali",4.2
The Lerina Hotel Nusa Dua,Rp 945.000,Rp 472.500,Inclusive of taxes,8.5,"Nusa Dua, Bali",4.25
Four Star by Trans Hotel,Rp 760.000,Rp 524.400,Inclusive of taxes,8.4,"South Denpasar, Bali",4.2
Bali Dynasty Resort,Rp 2.097.144,Rp 1.321.201,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Wyndham Garden Kuta Beach Bali,Rp 1.032.000,Rp 774.000,Inclusive of taxes,8.1,"Kuta, Bali",4.05
Hotel Santika Siligita Nusa Dua,Rp 1.166.667,Rp 875.000,Inclusive of taxes,8.5,"Nusa Dua, Bali",4.25
Sheraton Bali Kuta Resort,Rp 3.468.667,Rp 2.601.500,Inclusive of taxes,8.8,"Kuta, Bali",4.4
Tribe Bali Kuta Beach,Rp 1.637.857,Rp 1.228.393,Inclusive of taxes,9.1,"Kuta, Bali",4.55
Kaisa Villas Seminyak,Rp 2.450.000,Rp 1.715.000,Inclusive of taxes,8.8,"Seminyak, Bali",4.4
Novotel Bali Nusa Dua - Hotel & Residences,Rp 1.902.120,Rp 1.426.590,Inclusive of taxes,8.5,"Nusa Dua Beach, Bali",4.25
Danoya Villa Seminyak,Rp 3.663.000,Rp 2.380.950,Inclusive of taxes,8.7,"Seminyak, Bali",4.35
Grand Palace Hotel Sanur - Bali,Rp 1.035.000,Rp 621.000,Inclusive of taxes,8.7,"Sanur, Bali",4.35
HARRIS Hotel and Conventions Denpasar Bali,Rp 568.000,Rp 397.600,Inclusive of taxes,8.5,"North Denpasar, Bali",4.25
THE 1O1 Bali Oasis Sanur,Rp 1.492.000,Rp 1.119.000,Inclusive of taxes,8.5,"Sanur, Bali",4.25
HARRIS Hotel Kuta Tuban Bali,Rp 973.333,Rp 730.000,Inclusive of taxes,8.4,"Tuban, Bali",4.2
MÃ¶venpick Resort and Spa Bali,Rp 3.285.734,Rp 2.464.300,Inclusive of taxes,8.8,"Jimbaran, Bali",4.4
Kuta Paradiso Hotel,Rp 2.240.000,Rp 907.200,Inclusive of taxes,8.4,"Kuta, Bali",4.2
Diamond Hotel Kuta Bali,Rp 783.000,Rp 626.400,Inclusive of taxes,8.2,"Kuta, Bali",4.1
Hotel Santika Seminyak,Rp 985.000,Rp 492.500,Inclusive of taxes,8.7,"Seminyak, Bali",4.35
Hyatt Regency Bali,Rp 3.201.881,Rp 2.401.411,Inclusive of taxes,8.7,"Sanur, Bali",4.35
Villa Kayu Raja,Rp 4.130.995,Rp 1.528.468,Inclusive of taxes,8.6,"Seminyak, Bali",4.3
Pullman Bali Legian Beach,Rp 2.420.000,Rp 1.815.000,Inclusive of taxes,8.3,"Legian, Bali",4.15
Bintang Bali Resort,Rp 2.124.000,Rp 1.146.960,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Amaris Hotel Pratama Nusa Dua,Rp 500.000,Rp 375.000,Inclusive of taxes,8,"Nusa Dua, Bali",4
The Ritz-Carlton Bali,Rp 6.292.000,Rp 4.719.000,Inclusive of taxes,8.8,"Nusa Dua Beach, Bali",4.4
The Patra Bali Resort & Villas,Rp 1.782.000,Rp 1.069.200,Inclusive of taxes,8.8,"Kuta, Bali",4.4
favehotel Sunset Seminyak,Rp 816.480,Rp 612.360,Inclusive of taxes,8.5,"Seminyak, Bali",4.25
Melia Bali,Rp 2.607.669,Rp 2.346.902,Inclusive of taxes,8.9,"Nusa Dua Beach, Bali",4.45
THE 1O1 Bali Fontana Seminyak,Rp 1.733.333,Rp 1.300.000,Inclusive of taxes,8.6,"Legian, Bali",4.3
Hotel Indigo BALI SEMINYAK BEACH,Rp 5.096.637,Rp 3.822.516,Inclusive of taxes,9,"Seminyak, Bali",4.5
Mamaka by Ovolo,Rp 1.911.714,Rp 1.312.243,Inclusive of taxes,8.9,"Kuta, Bali",4.45
The Trans Resort Bali,Rp 3.450.000,Rp 2.587.500,Inclusive of taxes,9,"Seminyak, Bali",4.5
The Nest Hotel Nusa Dua,Rp 1.080.000,Rp 777.600,Inclusive of taxes,8.8,"Tanjung Benoa, Bali",4.4
Plataran Canggu Resort and Spa,Rp 5.717.250,Rp 3.201.660,Inclusive of taxes,8.8,"Canggu, Bali",4.4
Grand Whiz Hotel Nusa Dua,Rp 1.164.500,Rp 675.410,Inclusive of taxes,8.5,"Nusa Dua Beach, Bali",4.25
Swiss-Belresort Watu Jimbar,Rp 1.180.000,Rp 843.700,Inclusive of taxes,8.6,"Sanur, Bali",4.3
Hilton Garden Inn Bali Ngurah Rai Airport,Rp 1.116.250,Rp 893.000,Inclusive of taxes,8.5,"Tuban, Bali",4.25
VOUK Hotel & Suites,Rp 1.570.000,Rp 1.161.800,Inclusive of taxes,8.2,"Nusa Dua Beach, Bali",4.1
Lloyd's Inn Bali,Rp 1.959.404,Rp 1.345.049,Inclusive of taxes,8.6,"Seminyak, Bali",4.3
Courtyard by Marriott Bali Seminyak Resort,Rp 2.662.000,Rp 1.996.500,Inclusive of taxes,9,"Seminyak, Bali",4.5
Ramada by Wyndham Bali Sunset Road Kuta,Rp 852.163,Rp 639.122,Inclusive of taxes,8.2,"Kuta, Bali",4.1
Grand Istana Rama Hotel,Rp 1.242.487,Rp 741.260,Inclusive of taxes,8.3,"Kuta, Bali",4.15
Hotel Nikko Bali Benoa Beach,Rp 1.807.937,Rp 1.217.160,Inclusive of taxes,8.6,"Tanjung Benoa, Bali",4.3
Boss Legian Hotel,Rp 491.323,Rp 450.001,Inclusive of taxes,8.2,"Legian, Bali",4.1
Courtyard by Marriott Bali Nusa Dua Resort,Rp 2.581.333,Rp 1.936.000,Inclusive of taxes,8.6,"Nusa Dua Beach, Bali",4.3
Aksari Resort Ubud,Rp 7.480.000,Rp 4.862.000,Inclusive of taxes,8.9,"Tegallalang, Bali",4.45
Tijili Benoa Hotel,Rp 1.890.000,Rp 1.228.500,Inclusive of taxes,8.8,"Tanjung Benoa, Bali",4.4
The St. Regis Bali Resort - CHSE Certified,Rp 10.164.000,Rp 7.623.000,Inclusive of taxes,9,"Nusa Dua Beach, Bali",4.5
Swiss Belhotel Rainforest,Rp 1.113.333,Rp 835.000,Inclusive of taxes,8.3,"Kuta, Bali",4.15
Bedrock Hotel Kuta Bali,Rp 1.530.000,Rp 703.800,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Four Seasons Resort Bali at Jimbaran Bay - CHSE Certified,Rp 24.377.467,Rp 18.283.100,Inclusive of taxes,8.8,"Jimbaran, Bali",4.4
HARRIS Hotel Seminyak,Rp 1.005.000,Rp 904.500,Inclusive of taxes,8.5,"Seminyak, Bali",4.25
Benoa Sea Suites and Villas,Rp 2.880.000,Rp 1.180.800,Inclusive of taxes,8.6,"Tanjung Benoa, Bali",4.3
Grand Zuri Kuta Bali,Rp 1.136.591,Rp 750.150,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Prime Plaza Hotel Sanur â Bali,Rp 1.307.992,Rp 837.115,Inclusive of taxes,8.5,"Sanur, Bali",4.25
Bali Paragon Resort Hotel,Rp 1.313.641,Rp 518.888,Inclusive of taxes,8.5,"Jimbaran, Bali",4.25
Samabe Bali Suites & Villas,Rp 7.185.914,Rp 6.108.027,Inclusive of taxes,9,"Nusa Dua Beach, Bali",4.5
Fairfield by Marriott Bali Kuta Sunset Road,Rp 1.581.067,Rp 1.185.800,Inclusive of taxes,8.7,"Kuta, Bali",4.35
"Four Points by Sheraton Bali, Kuta",Rp 1.613.333,Rp 1.210.000,Inclusive of taxes,8.5,"Legian, Bali",4.25
Alila Seminyak,Rp 7.381.485,Rp 5.536.114,Inclusive of taxes,8.9,"Seminyak, Bali",4.45
Mercure Bali Legian,Rp 1.176.120,Rp 882.090,Inclusive of taxes,8.4,"Legian, Bali",4.2
Grand Kuta Hotel & Residence,Rp 1.260.000,Rp 592.200,Inclusive of taxes,8.4,"Legian, Bali",4.2
Pandawa Hill Resort,Rp 864.800,Rp 475.640,Inclusive of taxes,8.7,"Nusa Dua Beach, Bali",4.35
Artotel Sanur - Bali,Rp 1.182.600,Rp 946.080,Inclusive of taxes,8.8,"Sanur, Bali",4.4
Bulgari Resort Bali - CHSE Certified,Rp 37.348.667,Rp 28.011.500,Inclusive of taxes,9.2,"Pecatu, Bali",4.6
Holiday Inn Resort Bali Benoa,Rp 2.572.999,Rp 1.929.787,Inclusive of taxes,9,"Tanjung Benoa, Bali",4.5
Bhanuswari Resort & Spa,Rp 9.176.472,Rp 2.294.118,Inclusive of taxes,8.5,"Kemenuh, Bali",4.25
Buana Bali Villas & Spa,Rp 5.580.000,Rp 3.906.000,Inclusive of taxes,8.9,"Jimbaran, Bali",4.45
Le Meridien Bali Jimbaran - CHSE Certified,Rp 2.339.333,Rp 1.754.500,Inclusive of taxes,8.6,"Jimbaran, Bali",4.3
Anantara Bali Uluwatu Resort,Rp 10.742.548,Rp 8.594.038,Inclusive of taxes,8.8,"Pecatu, Bali",4.4
Hadi Poetra Hotel,Rp 1.034.000,Rp 351.560,Inclusive of taxes,8.2,"Kuta, Bali",4.1
SIX SENSES ULUWATU BALI,Rp 23.934.017,Rp 17.950.513,Inclusive of taxes,8.4,"Pecatu, Bali",4.2
"Mandapa, A Ritz-Carlton Reserve",Rp 21.175.001,Rp 15.881.251,Inclusive of taxes,8.7,"Kedewatan, Bali",4.35
The Wakanda Resort A Pramana Experience,Rp 2.357.059,Rp 1.532.088,Inclusive of taxes,9,"Kemenuh, Bali",4.5
BEST WESTERN Kuta Villa,Rp 540.000,Rp 432.000,Inclusive of taxes,8.1,"Kuta, Bali",4.05
ibis Styles Bali Benoa,Rp 978.360,Rp 733.770,Inclusive of taxes,8.3,"Tanjung Benoa, Bali",4.15
The Mulia - Nusa Dua,Rp 11.777.533,Rp 8.833.150,Inclusive of taxes,9.2,"Nusa Dua Beach, Bali",4.6
Amaris Teuku Umar Denpasar,Rp 460.825,Rp 373.269,Inclusive of taxes,8.2,"West Denpasar, Bali",4.1
Stark Boutique Hotel and Spa Bali,Rp 1.086.869,Rp 597.778,Inclusive of taxes,8.2,"Kuta, Bali",4.1
b Hotel Bali & Spa,Rp 1.596.942,Rp 630.000,Inclusive of taxes,8.5,"West Denpasar, Bali",4.25
Lovina Beach Club & Resort,Rp 1.521.000,Rp 1.140.750,Inclusive of taxes,8.5,"Lovina, Bali",4.25
"Marriott's Autograph Collection, The Stones Hotel, Bali",Rp 2.920.133,Rp 2.190.100,Inclusive of taxes,8.8,"Marriott's Autograph Collection, The Stones Hotel, Bali",4.4
Ohana Hotel Kuta,Rp 1.350.000,Rp 580.500,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Seminyak Icon by Karaniya Experience,Rp 7.362.500,Rp 2.282.375,Inclusive of taxes,8.7,"Seminyak, Bali",4.35
SOL by Melia Benoa Bali-All Inclusive,Rp 1.599.624,Rp 1.396.023,Inclusive of taxes,8.4,"Tanjung Benoa, Bali",4.2
HOTEL & RESIDENCES Riverview Kuta - Bali (Associated HARRIS),Rp 925.200,Rp 832.680,Inclusive of taxes,8.4,"Kuta, Bali",4.2
Hotel Santika Kuta,Rp 945.000,Rp 614.250,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Wyndham Tamansari Jivva Resort,Rp 1.018.125,Rp 814.500,Inclusive of taxes,8.7,"Klungkung, Bali",4.35
Nunamkhalu Private Villas & Spa,Rp 6.818.181,Rp 5.522.727,Inclusive of taxes,9.2,"Kutuh, Bali",4.6
Kaamala Resort Ubud,Rp 5.073.821,Rp 4.109.795,Inclusive of taxes,9.1,"Ubud, Bali",4.55
Abian Harmony Hotel & Spa,Rp 1.307.968,Rp 584.001,Inclusive of taxes,8.4,"Sanur, Bali",4.2
ibis Styles Bali Denpasar,Rp 570.274,Rp 427.706,Inclusive of taxes,8.3,"West Denpasar, Bali",4.15
"Four Points by Sheraton Bali, Ungasan",Rp 1.290.667,Rp 968.000,Inclusive of taxes,8.7,"Jimbaran, Bali",4.35
Vinila Villas Nusa Dua by Nakula,Rp 5.568.750,Rp 3.898.125,Inclusive of taxes,8.8,"Nusa Dua, Bali",4.4
Kamandalu Ubud,Rp 5.083.724,Rp 3.202.746,Inclusive of taxes,9.1,"Ubud, Bali",4.55
The Light Exclusive Villa and Spa,Rp 1.788.600,Rp 1.341.450,Inclusive of taxes,8.3,"Seminyak, Bali",4.15
Zizz Convention Hotel,Rp 800.001,Rp 600.001,Inclusive of taxes,8.3,"West Denpasar, Bali",4.15
The Akmani Legian,Rp 1.144.243,Rp 800.970,Inclusive of taxes,8.6,"Legian, Bali",4.3
The Vira Bali Boutique Hotel & Suite,Rp 2.821.500,Rp 1.269.675,Inclusive of taxes,8.7,"Kuta, Bali",4.35
Famous Hotel Kuta,Rp 5.760.000,Rp 2.476.800,Inclusive of taxes,8.4,"Tuban, Bali",4.2
Element by Westin Bali Ubud,Rp 1.936.000,Rp 1.452.000,Inclusive of taxes,9,"Ubud, Bali",4.5
Four Seasons Resort Bali at Sayan - CHSE Certified,Rp 22.102.667,Rp 16.577.000,Inclusive of taxes,9.2,"Sayan, Bali",4.6
POP! Hotel Denpasar - Bali,Rp 380.000,Rp 342.000,Inclusive of taxes,8,"North Denpasar, Bali",4
Fairfield by Marriott Bali Legian,Rp 1.903.733,Rp 1.427.800,Inclusive of taxes,8.7,"Legian, Bali",4.35
"The Westin Resort & Spa Ubud, Bali",Rp 4.356.000,Rp 3.267.000,Inclusive of taxes,9,"The Westin Resort & Spa Ubud, Bali",4.5
Kuta Seaview Boutique Hotel & Spa,Rp 3.330.000,Rp 1.831.500,Inclusive of taxes,8.6,"Kuta, Bali",4.3
Aloft Bali Seminyak- CHSE Certified,Rp 2.065.067,Rp 1.548.800,Inclusive of taxes,8.8,"Seminyak, Bali",4.4
Jumeirah Bali,Rp 15.477.028,Rp 10.624.158,Inclusive of taxes,n/a,"Pecatu, Bali",#VALUE!
Jumeirah Bali,Rp 15.477.028,Rp 10.624.158,Inclusive of taxes,n/a,"Pecatu, Bali",#VALUE!
Hotel Zia Bali - Kuta,Rp 1.303.935,Rp 1.056.187,Inclusive of taxes,8.3,"Kuta, Bali",4.15
Bali Elephant,Rp 540.000,Rp 270.000,Inclusive of taxes,7.9,"Jimbaran, Bali",3.95
Alam Kawi Ubud Resort & Spa,Rp 900.000,Rp 135.000,Inclusive of taxes,8.7,"Tampaksiring, Bali",4.35
Grand Mirage Resort & Thalasso Bali,Rp 1.881.187,Rp 1.722.971,Inclusive of taxes,8.5,"Tanjung Benoa, Bali",4.25
CLIO APARTMENTS,Rp 900.000,Rp 810.000,Inclusive of taxes,8.7,"Seminyak, Bali",4.35
"Sthala, a Tribute Portfolio Hotel, Ubud Bali",Rp 2.097.333,Rp 1.573.000,Inclusive of taxes,9,"Ubud, Bali",4.5
SereS Springs Resort & Spa,Rp 2.766.060,Rp 1.797.939,Inclusive of taxes,9,"Ubud, Bali",4.5
Sithala Villa Seminyak,Rp 4.320.000,Rp 3.240.000,Inclusive of taxes,8.8,"Seminyak, Bali",4.4
The Ritz-Carlton Bali Villas,Rp 14.600.667,Rp 10.950.500,Inclusive of taxes,8.7,"Nusa Dua Beach, Bali",4.35
ZURI Express Jimbaran,Rp 511.875,Rp 409.500,Inclusive of taxes,8.6,"Jimbaran, Bali",4.3
The Grand Bali Nusa Dua,Rp 1.567.500,Rp 1.175.625,Inclusive of taxes,8.6,"Nusa Dua Beach, Bali",4.3
Padma Resort  Legian,Rp 10.664.100,Rp 3.305.871,Inclusive of taxes,9.1,"Legian, Bali",4.55
Mars City Hotel,Rp 592.200,Rp 248.724,Inclusive of taxes,7.8,"South Denpasar, Bali",3.9
Klapa Resort,Rp 2.160.000,Rp 1.836.000,Inclusive of taxes,8.5,"Pecatu, Bali",4.25
Amaroossa Suite Bali,Rp 826.500,Rp 528.960,Inclusive of taxes,7.9,"Nusa Dua, Bali",3.95
The Vasini Hotel,Rp 585.000,Rp 257.400,Inclusive of taxes,8.3,"East Denpasar, Bali",4.15
Puri Padma Hotel,Rp 1.890.000,Rp 945.000,Inclusive of taxes,8.7,"Ubud, Bali",4.35
Karma Kandara,Rp 9.040.330,Rp 8.279.999,Inclusive of taxes,8.5,"Ungasan, Bali",4.25
Kutus Kutus Saba Beach Villa,Rp 3.781.819,Rp 3.063.273,Inclusive of taxes,n/a,"Saba, Bali",#VALUE!
Royal Regantris Kuta,Rp 465.483,Rp 377.041,Inclusive of taxes,8.6,"Kuta, Bali",4.3
The Jas Villas,Rp 4.095.000,Rp 1.269.450,Inclusive of taxes,8.2,"Seminyak, Bali",4.1
Watermark Hotel and Spa Bali,Rp 1.099.156,Rp 754.540,Inclusive of taxes,8.7,"Jimbaran, Bali",4.35
The Kana Kuta Hotel,Rp 1.284.904,Rp 703.499,Inclusive of taxes,8.7,"Kuta, Bali",4.35
Ashoka Tree Resort at Tanggayuda,Rp 1.260.000,Rp 604.800,Inclusive of taxes,8.6,"Kedewatan, Bali",4.3
Solia Legian Bali,Rp 810.000,Rp 583.200,Inclusive of taxes,8.8,"Legian, Bali",4.4
Jumana Bali Ungasan Resort Managed by Hilton,Rp 12.906.667,Rp 9.680.000,Inclusive of taxes,8.8,"Ungasan, Bali",4.4
Taksu Sanur Hotel,Rp 1.600.200,Rp 800.100,Inclusive of taxes,8.7,"Sanur, Bali",4.35
Bali Garden Beach Resort,Rp 2.160.000,Rp 1.620.000,Inclusive of taxes,8.4,"Kuta, Bali",4.2
J4 Hotels Legian,Rp 6.966.000,Rp 2.786.400,Inclusive of taxes,8.6,"Legian, Bali",4.3
The Wangsa Hotel and Villas Benoa,Rp 807.600,Rp 605.700,Inclusive of taxes,8.5,"Tanjung Benoa, Bali",4.25
ibis Bali Kuta,Rp 634.799,Rp 476.099,Inclusive of taxes,8.2,"Tuban, Bali",4.1
Best Western Premier Agung Resort Ubud,Rp 1.314.000,Rp 1.051.200,Inclusive of taxes,8.8,"Ubud, Bali",4.4
Kayangan Villa Ubud,Rp 1.372.750,Rp 892.288,Inclusive of taxes,8.9,"Tegallalang, Bali",4.45
Villa Seminyak Estate & Spa By Astadala,Rp 1.368.000,Rp 957.600,Inclusive of taxes,8.7,"Seminyak, Bali",4.35
Ulu Segara Luxury Suites and Villas,Rp 2.195.389,Rp 1.778.265,Inclusive of taxes,8.8,"Nusa Dua Beach, Bali",4.4
Marriott Bali Nusa Dua Gardens - CHSE Certified,Rp 3.630.000,Rp 2.722.500,Inclusive of taxes,8.8,"Nusa Dua Beach, Bali",4.4
Bali Tropic Resort & Spa,Rp 2.137.500,Rp 1.389.375,Inclusive of taxes,8.5,"Tanjung Benoa, Bali",4.25
Mercure Resort Sanur,Rp 998.760,Rp 914.760,Inclusive of taxes,8.4,"Sanur, Bali",4.2
Bali Relaxing Resort & Spa,Rp 1.479.600,Rp 739.800,Inclusive of taxes,8.5,"Tanjung Benoa, Bali",4.25
Padmasari Resort,Rp 2.700.000,Rp 1.620.000,Inclusive of taxes,8.7,"Lovina, Bali",4.35
Sanur Agung Hotel,Rp 332.500,Rp 266.000,Inclusive of taxes,7.9,"Sanur, Bali",3.95
Grandmas Plus Hotel - Legian,Rp 2.666.666,Rp 1.173.333,Inclusive of taxes,8.8,"Legian, Bali",4.4
Tijili Seminyak,Rp 1.409.902,Rp 967.779,Inclusive of taxes,8.9,"Seminyak, Bali",4.45
Best Western Resort Kuta,Rp 639.000,Rp 511.200,Inclusive of taxes,8.1,"Kuta, Bali",4.05
Om Ham Retreat and Resort,Rp 990.000,Rp 495.000,Inclusive of taxes,9,"Tegallalang, Bali",4.5
ION Bali Benoa Hotel,Rp 720.000,Rp 331.200,Inclusive of taxes,8.1,"Tanjung Benoa, Bali",4.05
Titik Dua,Rp 2.392.000,Rp 2.272.400,Inclusive of taxes,9.1,"Ubud, Bali",4.55
Sujiwa Ubud Retreat Villa,Rp 674.100,Rp 370.755,Inclusive of taxes,8.6,"Kemenuh, Bali",4.3
The Bene - By Astadala,Rp 685.886,Rp 628.200,Inclusive of taxes,8.3,"Kuta, Bali",4.15
Holiday Inn Express BARUNA BALI,Rp 1.421.141,Rp 1.065.894,Inclusive of taxes,8.4,"Kuta, Bali",4.2
New Sunari Lovina Beach Resort,Rp 702.000,Rp 442.260,Inclusive of taxes,7.7,"Lovina, Bali",3.85
Kastara Resort,Rp 4.995.000,Rp 2.597.400,Inclusive of taxes,8.9,"Payangan, Bali",4.45
"The Laguna, a Luxury Collection Resort & Spa, Nusa Dua, Bali",Rp 5.646.667,Rp 4.235.000,Inclusive of taxes,9,"The Laguna, a Luxury Collection Resort & Spa, Nusa Dua, Bali",4.5
Paisa Seminyak Living,Rp 1.989.833,Rp 1.611.765,Inclusive of taxes,8.4,"Seminyak, Bali",4.2
Renaissance Bali Uluwatu Resort & Spa,Rp 52.191.333,Rp 39.143.500,Inclusive of taxes,9,"Ungasan, Bali",4.5
Cara Cara Inn,Rp 390.600,Rp 300.762,Inclusive of taxes,8.8,"Kuta, Bali",4.4
Negara Hotel,Rp 405.000,Rp 202.500,Inclusive of taxes,8,"Negara, Bali",4
bvilla+spa,Rp 3.915.723,Rp 3.752.500,Inclusive of taxes,8.3,"Seminyak, Bali",4.15
Arena Living,Rp 1.260.000,Rp 554.400,Inclusive of taxes,8.9,"Sanur, Bali",4.45
Mara River Safari Lodge,Rp 8.702.479,Rp 6.526.859,Inclusive of taxes,8.6,"Keramas, Bali",4.3
Bali Nusa Dua Hotel,Rp 1.890.000,Rp 1.096.200,Inclusive of taxes,8.9,"Nusa Dua, Bali",4.45
Praja Hotel,Rp 302.921,Rp 245.366,Inclusive of taxes,8.5,"South Denpasar, Bali",4.25
S18 Bali Villas,Rp 3.811.500,Rp 2.429.831,Inclusive of taxes,8.9,"Legian, Bali",4.45
Ayola Bali Jimbaran,Rp 384.000,Rp 288.000,Inclusive of taxes,8.4,"Jimbaran, Bali",4.2
The Lovina Bali,Rp 3.366.250,Rp 1.851.438,Inclusive of taxes,8.9,"Lovina, Bali",4.45
The Samaya Seminyak,Rp 11.979.000,Rp 8.145.720,Inclusive of taxes,8.5,"Seminyak, Bali",4.25
Bumi Linggah Villas Bali,Rp 1.845.375,Rp 830.419,Inclusive of taxes,8.8,"Sukawati, Bali",4.4
Bumi Linggah Villas Bali,Rp 1.845.375,Rp 830.419,Inclusive of taxes,8.8,"Sukawati, Bali",4.4
Hotel Puri Ayu,Rp 725.000,Rp 326.250,Inclusive of taxes,8.2,"West Denpasar, Bali",4.1
Plataran Ubud Hotel and Spa,Rp 2.286.900,Rp 1.715.175,Inclusive of taxes,8.9,"Monkey Forest, Bali",4.45
Maison Aurelia Sanur - by PrÃ©fÃ©rence,Rp 2.840.000,Rp 2.130.000,Inclusive of taxes,8.8,"Sanur, Bali",4.4
Grand Barong Resort Bali,Rp 855.000,Rp 684.000,Inclusive of taxes,8.6,"Poppies, Bali",4.3
Signature Seminyak Smart Hotel,Rp 558.000,Rp 418.500,Inclusive of taxes,8.3,"Seminyak, Bali",4.15
Prana Villa Jimbaran,Rp 534.843,Rp 374.390,Inclusive of taxes,8.5,"Jimbaran, Bali",4.25
The Crystal Luxury Bay Resort Nusa Dua - Bali,Rp 1.940.125,Rp 873.056,Inclusive of taxes,8.1,"Nusa Dua, Bali",4.05
The Sintesa Jimbaran Bali,Rp 764.716,Rp 524.897,Inclusive of taxes,8.3,"Jimbaran, Bali",4.15
The Garcia Ubud Hotel and Resort,Rp 4.418.582,Rp 1.972.873,Inclusive of taxes,9,"Ubud, Bali",4.5
Amnaya Resort Nusa Dua,Rp 9.339.574,Rp 4.296.204,Inclusive of taxes,9.1,"Tanjung Benoa, Bali",4.55
Jas Green Villas And Spa,Rp 4.005.000,Rp 1.241.550,Inclusive of taxes,8.1,"Seminyak, Bali",4.05
SOL by MeliÃ¡ Kuta Bali,Rp 1.150.569,Rp 917.610,Inclusive of taxes,8.3,"Kuta, Bali",4.15
One Eleven,Rp 10.800.000,Rp 8.100.000,Inclusive of taxes,9.2,"Seminyak, Bali",4.6
18 Suite Villa Loft,Rp 1.133.334,Rp 850.000,Inclusive of taxes,9,"Kuta, Bali",4.5
dâprimahotel Seminyak,Rp 972.000,Rp 826.200,Inclusive of taxes,8.3,"Seminyak, Bali",4.15
OYO Flagship 2688 Guntur Hotel,Rp 313.000,Rp 244.140,Inclusive of taxes,7.7,"East Denpasar, Bali",3.85
Asoka City Bali,Rp 390.000,Rp 292.500,Inclusive of taxes,8,"Kuta, Bali",4
OYO 3261 Hotel Ratu,Rp 165.471,Rp 129.067,Inclusive of taxes,7.5,"West Denpasar, Bali",3.75
